SA2_MAINCODE_2016,Remoteness_Category_RA16
601021009,1
601021007,1
601021012,2
601021011,1
601061035,1
601021012,1
601021005,1
601061035,2
601031020,1
601031013,1
601031014,1
601031015,1
603011066,1
604021088,1
604021085,1
604021090,1
604021086,1
604021087,2
604021088,2
604021090,2
602031058,2
602031059,2
602031099,4
603031074,2
603031074,3
603011067,2
601031018,1
601031017,1
601051028,1
601031021,1
601031019,1
601031016,1
601051030,1
601041025,1
601051027,1
601051032,1
601051033,1
601051031,1
601051029,1
601041022,1
603021072,2
603021070,2
603021071,2
603021069,2
601041024,1
604031093,4
601041023,1
601041026,1
603021069,1
604021087,1
604021089,2
602011038,1
602011051,1
602011047,1
602011048,1
602011043,1
602011037,1
602011042,1
602011045,1
602011050,1
602011036,1
602011041,1
602011040,1
602011052,1
602011049,1
602031058,1
602021056,1
602011044,1
602021057,2
602021055,2
602031060,1
602031062,1
602031060,2
601061034,2
601061034,1
603011067,1
603031073,2
604011084,2
604011081,2
604031098,3
604031097,3
602021055,1
602011046,1
602011039,1
602021053,2
697979799,5
799999499,9
702011045,3
702011048,3
702011046,3
702011051,3
702011047,3
702011049,3
702021055,4
702041062,4
702011054,4
702011052,4
702031057,3
702051067,3
702051066,4
702051068,4
702031058,3
702031058,4
701021010,2
701021011,2
701011009,2
701021013,2
701011002,2
701021016,2
701011004,2
701021018,2
701021019,2
701011005,2
701021020,2
701021021,2
701021014,2
701011006,2
701021022,2
701021023,2
701021024,2
701021025,2
701011007,2
701021026,2
701011008,2
701021027,2
701021028,2
701021029,2
701021030,2
701021012,2
701011001,2
701021015,2
701021017,2
702041063,4
702041064,4
702031061,4
702051065,4
701041038,2
701031035,2
701041043,2
702021056,4
701041041,2
701031034,2
702011050,4
701031033,2
701041042,2
702031061,3
702011053,4
701031032,2
702011052,3
701031031,2
701041036,2
701041037,2
701041039,2
701041040,2
701041044,2
702031059,4
702031060,4
702031060,3
701011003,2
797979799,5
899999499,9
801051123,0
801051049,0
801061066,0
801051050,0
801041034,0
801041040,0
801011001,0
801071071,0
801061129,0
801051126,0
801011002,0
801011003,0
801071072,0
801051051,0
801071073,0
801071081,0
801051124,0
801081091,0
801011004,0
801091099,0
801071074,0
801051053,0
801071075,0
801011005,0
801091100,0
801061062,0
801051054,0
801051055,0
801081092,0
801011006,0
801051125,0
801011007,0
801071076,0
801091101,0
801081093,0
801011008,0
801011009,0
801061063,0
801011010,0
801061130,0
801091102,0
801071077,0
801011011,0
801071078,0
801071079,0
801071080,0
801061064,0
801041044,0
801041119,0
801041039,0
801041037,0
801041045,0
801051056,0
801041043,0
801031113,0
801011013,0
801011014,0
801081094,0
801011015,0
801091103,0
801031031,0
801091104,0
801011016,0
801071082,0
801061131,0
801031032,1
801011017,0
801051057,0
801091105,0
801011021,0
801011018,0
801071083,0
801011019,0
801011020,0
801031114,0
801031115,0
801091106,0
801011022,0
801071084,0
801061067,0
801041046,0
801041047,0
801051058,0
801091107,0
801071086,0
801011023,0
801041048,0
801061068,0
801091108,0
801091109,0
801061069,0
801051127,0
801071087,0
801081095,0
801051128,0
801011024,0
801011025,0
801081096,0
801111140,1
801071132,0
801071088,0
801091110,0
801071085,0
801071089,1
801051060,0
801071090,0
801081097,0
801051061,0
801011026,0
801081098,0
801081133,0
801061070,0
801111141,1
801011012,0
801011111,0
801011112,0
801041035,0
801041038,0
801041036,0
801041120,0
801101138,0
801041116,0
801101139,0
801101135,0
801041122,0
801041118,0
801041121,0
801041117,0
801101134,0
801101137,0
801101136,0
897979799,5
999999499,9
901031003,1
901011001,4
901021002,4
901041004,4
997979799,5
