tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	Fit 1	0.9	10.1	48.4	2.2	1	6	0	GH38G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH38G	pmagpy-3.16.0: demag_gui	GH38G1
This study	Fit 1	0.7	8.9	51	2.1	1	6	0	GH38H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH38H	pmagpy-3.16.0: demag_gui	GH38H1
This study	Fit 1	0.9	10.2	55.6	0.8	1	11	0	GH39A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH39A	pmagpy-3.16.0: demag_gui	GH39A1
This study	Fit 1	0.5	17.0	57.5	2.8	1	9	0	GH39B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH39B	pmagpy-3.16.0: demag_gui	GH39B1
This study	Fit 1	0.9	16.5	64.2	0.9	1	6	0	GH39C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH39C	pmagpy-3.16.0: demag_gui	GH39C1
This study	Fit 1	2.3	26.5	59.2	2.4	1	5	0	GH39D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH39D	pmagpy-3.16.0: demag_gui	GH39D1
This study	Fit 1	0.8	14.7	60.8	1.3	1	6	0	GH39E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH39E	pmagpy-3.16.0: demag_gui	GH39E1
This study	Fit 1	0.2	16.0	58.2	1.2	1	9	0	GH39F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH39F	pmagpy-3.16.0: demag_gui	GH39F1
This study	Fit 1	1.1	20.7	61	0.8	1	6	0	GH39G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH39G	pmagpy-3.16.0: demag_gui	GH39G1
This study									GH39H1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH39H		GH39H1
This study	Fit 1	0.5	354.9	56.1	0.5	1	9	0	GH40A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH40A	pmagpy-3.16.0: demag_gui	GH40A1
This study	Fit 1	0.6	0.9	61.6	0.9	1	5	0	GH40B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH40B	pmagpy-3.16.0: demag_gui	GH40B1
This study	Fit 1	0.5	355.1	60.9	0.2	1	5	0	GH40B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH40B	pmagpy-3.16.0: demag_gui	GH40B2
This study									GH40C1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH40C		GH40C1
This study	Fit 1	0.6	357.0	50.6	0.5	1	6	0	GH40D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH40D	pmagpy-3.16.0: demag_gui	GH40D1
This study	Fit 1	0.4	356.5	59.7	0.3	1	5	0	GH40F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH40F	pmagpy-3.16.0: demag_gui	GH40F1
This study	Fit 1	0.4	350.3	59.2	0.4	1	9	0	GH40G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH40G	pmagpy-3.16.0: demag_gui	GH40G1
This study	Fit 1	0.5	2.9	52.8	0.4	1	5	0	GH40H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH40H	pmagpy-3.16.0: demag_gui	GH40H1
This study	Fit 1	4	25.0	61.9	1.5	1	11	0	GH41A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH41A	pmagpy-3.16.0: demag_gui	GH41A1
This study									GH41B1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH41B		GH41B1
This study	Fit 1	1.6	15.3	52	1.3	1	9	0	GH41D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH41D	pmagpy-3.16.0: demag_gui	GH41D1
This study	Fit 1	0.5	18.4	53.3	2	1	8	0	GH41E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH41E	pmagpy-3.16.0: demag_gui	GH41E1
This study	Fit 1	1.8	19.5	53.6	1.1	1	9	0	GH41E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH41E	pmagpy-3.16.0: demag_gui	GH41E2
This study	Fit 1	1.2	7.8	52.6	1.3	1	10	0	GH41F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH41F	pmagpy-3.16.0: demag_gui	GH41F1
This study	Fit 1	3.1	26.7	54.3	4.5	1	9	0	GH41G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH41G	pmagpy-3.16.0: demag_gui	GH41G1
This study	Fit 1	1.8	5.9	41.5	2.3	1	4	0	GH41H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH41H	pmagpy-3.16.0: demag_gui	GH41H1
This study	Fit 1	0.6	2.1	48.5	0.7	1	11	0	GH42A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH42A	pmagpy-3.16.0: demag_gui	GH42A1
This study	Fit 1	2.7	5.8	49.6	1.1	1	6	0	GH42B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH42B	pmagpy-3.16.0: demag_gui	GH42B1
This study	Fit 1	0.4	7.5	48	1.4	1	8	0	GH42C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH42C	pmagpy-3.16.0: demag_gui	GH42C1
This study	Fit 1	0.6	0.7	56.8	1.9	1	8	0	GH42D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH42D	pmagpy-3.16.0: demag_gui	GH42D1
This study	Fit 1	0.3	5.3	52.6	1.2	1	8	0	GH42E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH42E	pmagpy-3.16.0: demag_gui	GH42E1
This study	Fit 1	0.4	6.1	50.3	1	1	8	0	GH42G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH42G	pmagpy-3.16.0: demag_gui	GH42G1
This study	Fit 1	2.7	357.7	47	4.1	1	7	0	GH42H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH42H	pmagpy-3.16.0: demag_gui	GH42H1
This study	Fit 1	1	355.2	46.1	0.7	1	7	0	GH42H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.035	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH42H	pmagpy-3.16.0: demag_gui	GH42H2
This study	Fit 1	1.3	20.0	38.4	2.8	1	12	0	GH43B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH43B	pmagpy-3.16.0: demag_gui	GH43B1
This study									GH43C1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH43C		GH43C1
This study	Fit 1	0.8	21.0	51.5	1.8	1	6	0	GH43D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH43D	pmagpy-3.16.0: demag_gui	GH43D1
This study	Fit 1	0.8	15.7	48.4	1.7	1	6	0	GH43E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH43E	pmagpy-3.16.0: demag_gui	GH43E1
This study	Fit 1	4.8	28.6	53.6	4	1	9	0	GH43F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH43F	pmagpy-3.16.0: demag_gui	GH43F1
This study	Fit 1	3.2	18.8	55.2	2.3	1	6	0	GH43F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH43F	pmagpy-3.16.0: demag_gui	GH43F2
This study	Fit 1	0.8	17.4	59.1	1.5	1	6	0	GH43G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH43G	pmagpy-3.16.0: demag_gui	GH43G1
This study	Fit 1	1.6	18.2	51.3	1.8	1	6	0	GH43H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH43H	pmagpy-3.16.0: demag_gui	GH43H1
This study	Fit 1	4.1	227.5	-58.2	1	1	9	0	GH44A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH44A	pmagpy-3.16.0: demag_gui	GH44A1
This study	Fit 1	2.3	232.6	-58.9	0.8	1	4	0	GH44B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH44B	pmagpy-3.16.0: demag_gui	GH44B1
This study									GH44B2	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH44B		GH44B2
This study	Fit 1	4.1	224.4	-62.3	2.9	1	7	0	GH44C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.05	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH44C	pmagpy-3.16.0: demag_gui	GH44C1
This study									GH44D1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH44D		GH44D1
This study	Fit 1	2.4	229.9	-56.7	1.6	1	6	0	GH44E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	753	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH44E	pmagpy-3.16.0: demag_gui	GH44E1
This study									GH44E2	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH44E		GH44E2
This study	Fit 1	0.9	237.4	-53.4	1.1	1	5	0	GH44F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH44F	pmagpy-3.16.0: demag_gui	GH44F1
This study									GH44G1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH44G		GH44G1
This study									GH44H1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH44H		GH44H1
This study	Fit 1	2.7	27.0	44	2	1	12	0	GH45A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH45A	pmagpy-3.16.0: demag_gui	GH45A1
This study	Fit 1	1.7	25.5	49.6	1.9	1	6	0	GH45B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH45B	pmagpy-3.16.0: demag_gui	GH45B1
This study	Fit 1	2.3	26.3	47.2	1.2	1	6	0	GH45C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH45C	pmagpy-3.16.0: demag_gui	GH45C1
This study	Fit 1	4.4	35.0	45.4	2.8	1	6	0	GH45D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH45D	pmagpy-3.16.0: demag_gui	GH45D1
This study									GH45E1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH45E		GH45E1
This study	Fit 1	0.6	38.4	54.2	1.3	1	8	0	GH45F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH45F	pmagpy-3.16.0: demag_gui	GH45F1
This study	Fit 1	1.1	39.8	51.2	1.1	1	8	0	GH45G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH45G	pmagpy-3.16.0: demag_gui	GH45G1
This study	Fit 1	2.3	29.9	51	3.6	1	6	0	GH45H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH45H	pmagpy-3.16.0: demag_gui	GH45H1
This study	Fit 1	2.5	39.2	47.1	2.2	1	7	0	GH46A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH46A	pmagpy-3.16.0: demag_gui	GH46A1
This study	Fit 1	1.6	32.5	44.6	2.1	1	12	0	GH46B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH46B	pmagpy-3.16.0: demag_gui	GH46B1
This study									GH46C1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH46C		GH46C1
This study									GH46C2	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH46C		GH46C2
This study	Fit 1	2.1	18.0	44.9	0.7	1	7	0	GH46D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH46D	pmagpy-3.16.0: demag_gui	GH46D1
This study	Fit 1	1.4	19.4	47.5	3.7	1	6	0	GH46E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH46E	pmagpy-3.16.0: demag_gui	GH46E1
This study	Fit 1	2.3	17.5	48.6	3.1	1	14	0	GH46F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH46F	pmagpy-3.16.0: demag_gui	GH46F1
This study	Fit 1	0.8	17.3	45.7	1.2	1	7	0	GH46H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH46H	pmagpy-3.16.0: demag_gui	GH46H1
This study									GH47A1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH47A		GH47A1
This study	Fit 1	1.6	148.5	-55.6	1	1	11	0	GH47B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH47B	pmagpy-3.16.0: demag_gui	GH47B1
This study	Fit 1	0.9	152.4	-51.8	1.3	1	6	0	GH47C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH47C	pmagpy-3.16.0: demag_gui	GH47C1
This study	Fit 1	0.8	153.5	-57.7	0.5	1	6	0	GH47D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	753	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH47D	pmagpy-3.16.0: demag_gui	GH47D1
This study	Fit 1	1	154.7	-49.2	0.8	1	6	0	GH47E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH47E	pmagpy-3.16.0: demag_gui	GH47E1
This study	Fit 1	0.3	148.4	-54.8	0.7	1	6	0	GH47F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	753	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH47F	pmagpy-3.16.0: demag_gui	GH47F1
This study	Fit 1	1.3	152.7	-51.3	0.7	1	6	0	GH47F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH47F	pmagpy-3.16.0: demag_gui	GH47F2
This study	Fit 1	0.8	149.9	-51	0.5	1	6	0	GH47H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH47H	pmagpy-3.16.0: demag_gui	GH47H1
This study	Fit 1	1.5	131.0	-60.9	1.1	1	12	0	GH48A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48A	pmagpy-3.16.0: demag_gui	GH48A1
This study	Fit 1	0.4	161.0	-66.8	0.3	1	8	0	GH48B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH48B	pmagpy-3.16.0: demag_gui	GH48B1
This study	Fit 1	0.5	150.6	-69.5	0.4	1	6	0	GH48B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48B	pmagpy-3.16.0: demag_gui	GH48B2
This study	Fit 1	1.5	141.9	-63	1	1	7	0	GH48C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48C	pmagpy-3.16.0: demag_gui	GH48C1
This study	Fit 1	1.2	147.7	-64.1	3.6	1	7	0	GH48D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH48D	pmagpy-3.16.0: demag_gui	GH48D1
This study	Fit 1	1.1	144.3	-66.2	1	1	6	0	GH48E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48E	pmagpy-3.16.0: demag_gui	GH48E1
This study	Fit 1	0.3	139.9	-63.9	1.1	1	7	0	GH48F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48F	pmagpy-3.16.0: demag_gui	GH48F1
This study	Fit 1	0.6	142.0	-66.2	1.1	1	7	0	GH48G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48G	pmagpy-3.16.0: demag_gui	GH48G1
This study	Fit 1	3.8	144.6	-63.9	0.6	1	5	0	GH48H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH48H	pmagpy-3.16.0: demag_gui	GH48H1
This study	Fit 1	1.3	181.4	-61.7	1.6	1	10	0	GH49A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH49A	pmagpy-3.16.0: demag_gui	GH49A1
This study	Fit 1	2	173.6	-60.3	0.8	1	6	0	GH49B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH49B	pmagpy-3.16.0: demag_gui	GH49B1
This study	Fit 1	3	187.3	-56.1	2.9	1	7	0	GH49C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH49C	pmagpy-3.16.0: demag_gui	GH49C1
This study	Fit 1	1.5	170.9	-57.1	0.9	1	5	0	GH49D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH49D	pmagpy-3.16.0: demag_gui	GH49D1
This study									GH49F1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH49F		GH49F1
This study	Fit 1	1.1	171.7	-60.1	0.9	1	6	0	GH49F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH49F	pmagpy-3.16.0: demag_gui	GH49F2
This study	Fit 1	0.6	169.8	-51.4	0.4	1	7	0	GH49G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH49G	pmagpy-3.16.0: demag_gui	GH49G1
This study	Fit 1	0.3	171.6	-55.2	0.5	1	6	0	GH49H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH49H	pmagpy-3.16.0: demag_gui	GH49H1
This study	Fit 1	1.2	166.4	-25.4	2.5	1	10	0	GH50A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH50A	pmagpy-3.16.0: demag_gui	GH50A1
This study	Fit 1	0.8	162.5	-28.1	1.3	1	5	0	GH50B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH50B	pmagpy-3.16.0: demag_gui	GH50B1
This study	Fit 1	0.1	163.8	-31	0.7	1	6	0	GH50C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH50C	pmagpy-3.16.0: demag_gui	GH50C1
This study	Fit 1	0.5	167.0	-31	0.8	1	4	0	GH50D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH50D	pmagpy-3.16.0: demag_gui	GH50D1
This study	Fit 1	0.9	162.6	-24.7	1.8	1	5	0	GH50F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH50F	pmagpy-3.16.0: demag_gui	GH50F1
This study	Fit 1	0.5	167.2	-34.1	0.9	1	6	0	GH50F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH50F	pmagpy-3.16.0: demag_gui	GH50F2
This study	Fit 1	1.2	168.0	-29.5	1.1	1	6	0	GH50G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH50G	pmagpy-3.16.0: demag_gui	GH50G1
This study	Fit 1	0.6	163.7	-34.5	0.6	1	6	0	GH50H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH50H	pmagpy-3.16.0: demag_gui	GH50H1
This study	Fit 1	3.3	133.7	-27.4	2.9	1	7	0	GH51A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH51A	pmagpy-3.16.0: demag_gui	GH51A1
This study	Fit 1	4.6	93.0	40.4	3.8	1	5	0	GH51A2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.05	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH51A	pmagpy-3.16.0: demag_gui	GH51A2
This study									GH51B1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH51B		GH51B1
This study									GH51C1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH51C		GH51C1
This study									GH51E1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH51E		GH51E1
This study									GH51F1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH51F		GH51F1
This study	Fit 1	3.5	166.2	-29.3	3.5	1	7	0	GH51G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH51G	pmagpy-3.16.0: demag_gui	GH51G1
This study									GH51H1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH51H		GH51H1
This study	Fit 1	0.4	163.6	-34.8	0.8	1	12	0	GH52A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH52A	pmagpy-3.16.0: demag_gui	GH52A1
This study	Fit 1	1	153.6	-31.8	1	1	12	0	GH52B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH52B	pmagpy-3.16.0: demag_gui	GH52B1
This study	Fit 1	0.5	158.6	-35.3	0.9	1	7	0	GH52C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH52C	pmagpy-3.16.0: demag_gui	GH52C1
This study	Fit 1	0.1	160.8	-32.3	0.4	1	7	0	GH52D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH52D	pmagpy-3.16.0: demag_gui	GH52D1
