tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	Fit 1	1.1	5.0	44.2	0.5	1	9	0	GH12D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH12D	pmagpy-3.16.0: demag_gui	GH12D1
This study	Fit 1	2.2	356.8	38	3.5	1	12	0	GH12E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH12E	pmagpy-3.16.0: demag_gui	GH12E1
This study	Fit 1	1.9	3.3	40.2	1.9	1	8	0	GH12F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH12F	pmagpy-3.16.0: demag_gui	GH12F2
This study									GH12G1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH12G		GH12G1
This study	Fit 1	1.3	4.5	44.4	1	1	9	0	GH12G2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH12G	pmagpy-3.16.0: demag_gui	GH12G2
This study	Fit 1	1.2	359.2	42.5	0.9	1	9	0	GH12H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH12H	pmagpy-3.16.0: demag_gui	GH12H2
This study	Fit 1	0.9	16.9	60.5	0.6	1	11	0	GH13A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.015	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH13A	pmagpy-3.16.0: demag_gui	GH13A1
This study									GH13A2	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH13A		GH13A2
This study	Fit 1	1.1	14.6	49.2	0.6	1	8	0	GH13B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH13B	pmagpy-3.16.0: demag_gui	GH13B1
This study	Fit 1	0.3	14.8	60.4	0.6	1	11	0	GH13C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	523	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH13C	pmagpy-3.16.0: demag_gui	GH13C1
This study	Fit 1	0.3	48.6	56.4	1.4	1	12	0	GH13D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH13D	pmagpy-3.16.0: demag_gui	GH13D1
This study	Fit 1	1.5	44.1	55.5	1.4	1	10	0	GH13D2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH13D	pmagpy-3.16.0: demag_gui	GH13D2
This study	Fit 1	0.8	22.8	61.8	0.7	1	9	0	GH13E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH13E	pmagpy-3.16.0: demag_gui	GH13E1
This study	Fit 1	0.7	20.3	63.3	0.6	1	5	0	GH13F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH13F	pmagpy-3.16.0: demag_gui	GH13F1
This study	Fit 1	0.3	16.9	66.2	0.5	1	5	0	GH13H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH13H	pmagpy-3.16.0: demag_gui	GH13H2
This study	Fit 1	2.4	313.3	32.3	3.2	1	7	0	GH14A2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH14A	pmagpy-3.16.0: demag_gui	GH14A2
This study	Fit 1	0.7	348.9	53.9	0.8	1	9	0	GH14B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH14B	pmagpy-3.16.0: demag_gui	GH14B1
This study	Fit 1	1.7	315.2	28	2.6	1	8	0	GH14B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH14B	pmagpy-3.16.0: demag_gui	GH14B2
This study	Fit 1	0.4	18.8	55.1	1	1	9	0	GH14C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH14C	pmagpy-3.16.0: demag_gui	GH14C1
This study	Fit 1	0.6	323.3	28.5	3.4	1	5	0	GH14D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH14D	pmagpy-3.16.0: demag_gui	GH14D1
This study	Fit 1	0.8	11.9	51.3	1.7	1	8	0	GH14D2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH14D	pmagpy-3.16.0: demag_gui	GH14D2
This study	Fit 1	0.9	9.6	56.3	1.3	1	9	0	GH14E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH14E	pmagpy-3.16.0: demag_gui	GH14E2
This study	Fit 1	0.9	5.4	58.1	0.8	1	8	0	GH14F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH14F	pmagpy-3.16.0: demag_gui	GH14F2
This study	Fit 1	0.8	13.0	49.7	1.2	1	9	0	GH14G2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH14G	pmagpy-3.16.0: demag_gui	GH14G2
This study	Fit 1	0.1	9.4	53.1	1.5	1	7	0	GH14H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH14H	pmagpy-3.16.0: demag_gui	GH14H1
This study	Fit 1	0.6	200.2	-43.5	0.7	1	11	0	GH15A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH15A	pmagpy-3.16.0: demag_gui	GH15A1
This study	Fit 1	0.5	199.7	-46	0.9	1	6	0	GH15A2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	753	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH15A	pmagpy-3.16.0: demag_gui	GH15A2
This study	Fit 1	0.1	195.2	-36.9	0.4	1	5	0	GH15B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH15B	pmagpy-3.16.0: demag_gui	GH15B1
This study	Fit 1	0.5	199.5	-41.7	0.5	1	9	0	GH15C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH15C	pmagpy-3.16.0: demag_gui	GH15C1
This study	Fit 1	0.7	189.7	-46.2	0.6	1	5	0	GH15C2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH15C	pmagpy-3.16.0: demag_gui	GH15C2
This study	Fit 1	0.4	194.7	-45.6	0.7	1	11	0	GH15D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH15D	pmagpy-3.16.0: demag_gui	GH15D1
This study	Fit 1	0.8	193.3	-42.5	0.9	1	11	0	GH15F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH15F	pmagpy-3.16.0: demag_gui	GH15F1
This study	Fit 1	1.2	0.6	58.4	0.9	1	19	0	GH16B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH16B	pmagpy-3.16.0: demag_gui	GH16B2
This study	Fit 1	0.2	12.9	59.9	0.4	1	10	0	GH16C2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH16C	pmagpy-3.16.0: demag_gui	GH16C2
This study	Fit 1	0.1	3.4	57.9	0.9	1	11	0	GH16D2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH16D	pmagpy-3.16.0: demag_gui	GH16D2
This study									GH16E1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH16E		GH16E1
This study									GH16F1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH16F		GH16F1
This study	Fit 1	0.5	353.8	59	2.7	1	9	0	GH16G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH16G	pmagpy-3.16.0: demag_gui	GH16G1
This study	Fit 1	1.1	1.8	56.4	0.7	1	11	0	GH16G2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH16G	pmagpy-3.16.0: demag_gui	GH16G2
This study	Fit 1	1.3	3.8	54.6	0.7	1	6	0	GH16H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH16H	pmagpy-3.16.0: demag_gui	GH16H2
This study	Fit 1	1.3	16.0	47	0.9	1	12	0	GH17A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH17A	pmagpy-3.16.0: demag_gui	GH17A1
This study	Fit 1	1.5	11.4	46.1	1.6	1	10	0	GH17B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH17B	pmagpy-3.16.0: demag_gui	GH17B2
This study	Fit 1	1	13.2	51.2	1.3	1	10	0	GH17D2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH17D	pmagpy-3.16.0: demag_gui	GH17D2
This study	Fit 1	0.4	9.0	44.4	1.6	1	12	0	GH17E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH17E	pmagpy-3.16.0: demag_gui	GH17E1
This study	Fit 1	1.8	359.2	44.2	1.3	1	10	0	GH17E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH17E	pmagpy-3.16.0: demag_gui	GH17E2
This study	Fit 1	1.6	5.9	45.1	0.8	1	6	0	GH17F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH17F	pmagpy-3.16.0: demag_gui	GH17F2
This study	Fit 1	3.8	11.9	44.2	3.9	1	12	0	GH17G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH17G	pmagpy-3.16.0: demag_gui	GH17G1
This study	Fit 1	0.7	10.6	54.3	1.2	1	6	0	GH17H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH17H	pmagpy-3.16.0: demag_gui	GH17H2
This study	Fit 1	0.7	180.4	-40.4	0.9	1	18	0	GH18A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.015	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH18A	pmagpy-3.16.0: demag_gui	GH18A1
This study	Fit 1	0.1	178.4	-41.6	1	1	9	0	GH18B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH18B	pmagpy-3.16.0: demag_gui	GH18B1
This study	Fit 1	0.6	185.5	-53.2	0.5	1	10	0	GH18C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH18C	pmagpy-3.16.0: demag_gui	GH18C1
This study	Fit 1	0.1	178.0	-46.4	1.9	1	10	0	GH18D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH18D	pmagpy-3.16.0: demag_gui	GH18D1
This study	Fit 1	0.4	183.9	-55.2	0.5	1	10	0	GH18E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH18E	pmagpy-3.16.0: demag_gui	GH18E1
This study	Fit 1	1.2	189.8	-47.9	1.2	1	9	0	GH18G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH18G	pmagpy-3.16.0: demag_gui	GH18G1
This study	Fit 1	0.5	188.1	-48.6	1.5	1	8	0	GH18H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH18H	pmagpy-3.16.0: demag_gui	GH18H1
This study	Fit 1	1.1	187.6	-48.6	1.6	1	11	0	GH18I1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH18I	pmagpy-3.16.0: demag_gui	GH18I1
This study	Fit 1	1.2	177.0	-54.6	1	1	11	0	GH19A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH19A	pmagpy-3.16.0: demag_gui	GH19A1
This study	Fit 1	1.6	180.9	-53.6	0.9	1	11	0	GH19B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH19B	pmagpy-3.16.0: demag_gui	GH19B1
This study	Fit 1	2.4	178.0	-52.5	0.9	1	7	0	GH19C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.035	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH19C	pmagpy-3.16.0: demag_gui	GH19C1
This study									GH19E1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH19E		GH19E1
This study	Fit 1	1.1	182.1	-50.2	0.8	1	8	0	GH19F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH19F	pmagpy-3.16.0: demag_gui	GH19F1
This study	Fit 1	3.9	186.7	-51.3	0.8	1	8	0	GH19G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH19G	pmagpy-3.16.0: demag_gui	GH19G1
This study	Fit 1	1.4	180.6	-50.6	1.5	1	8	0	GH19H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH19H	pmagpy-3.16.0: demag_gui	GH19H1
This study									GH20A1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH20A		GH20A1
This study	Fit 1	3.9	357.7	56.8	1.1	1	12	0	GH20B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH20B	pmagpy-3.16.0: demag_gui	GH20B1
This study	Fit 1	3	3.8	55	2.2	1	9	0	GH20C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH20C	pmagpy-3.16.0: demag_gui	GH20C1
This study	Fit 1	1.9	3.0	52.2	0.8	1	10	0	GH20E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.015	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH20E	pmagpy-3.16.0: demag_gui	GH20E2
This study	Fit 1	4.2	356.1	46.1	4.6	1	10	0	GH20F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH20F	pmagpy-3.16.0: demag_gui	GH20F1
This study	Fit 1	1.9	2.2	48.2	1.4	1	9	0	GH20F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH20F	pmagpy-3.16.0: demag_gui	GH20F2
This study	Fit 1	2.8	6.3	56.4	1.3	1	5	0	GH20G2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH20G	pmagpy-3.16.0: demag_gui	GH20G2
This study	Fit 1	1.3	358.9	53.9	0.8	1	5	0	GH20H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH20H	pmagpy-3.16.0: demag_gui	GH20H2
This study	Fit 1	0.3	176.0	-37.9	0.7	1	5	0	GH21A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH21A	pmagpy-3.16.0: demag_gui	GH21A1
This study	Fit 1	0.7	179.4	-38.2	0.8	1	9	0	GH21A2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH21A	pmagpy-3.16.0: demag_gui	GH21A2
This study	Fit 1	0.9	180.7	-39	0.7	1	12	0	GH21B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH21B	pmagpy-3.16.0: demag_gui	GH21B2
This study	Fit 1	0.5	180.7	-42.7	1.1	1	12	0	GH21C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH21C	pmagpy-3.16.0: demag_gui	GH21C1
This study	Fit 1	0.2	172.6	-42.1	1	1	12	0	GH21D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH21D	pmagpy-3.16.0: demag_gui	GH21D1
This study	Fit 1	0.5	179.3	-36.6	1.3	1	10	0	GH21E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH21E	pmagpy-3.16.0: demag_gui	GH21E1
This study	Fit 1	0.8	182.1	-36.1	1	1	12	0	GH21E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH21E	pmagpy-3.16.0: demag_gui	GH21E2
This study	Fit 1	1.3	169.5	-49.6	2.8	1	9	0	GH22C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH22C	pmagpy-3.16.0: demag_gui	GH22C1
This study	Fit 1	2.9	176.1	-55	3.1	1	5	0	GH22D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH22D	pmagpy-3.16.0: demag_gui	GH22D1
This study	Fit 1	2.3	169.4	-57	2.5	1	6	0	GH22D2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.07	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH22D	pmagpy-3.16.0: demag_gui	GH22D2
This study	Fit 1	0.8	160.6	-51.4	0.4	1	9	0	GH22E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH22E	pmagpy-3.16.0: demag_gui	GH22E1
This study	Fit 1	0.3	160.0	-51.5	0.8	1	11	0	GH22F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH22F	pmagpy-3.16.0: demag_gui	GH22F2
This study	Fit 1	0.4	162.0	-59.8	0.3	1	12	0	GH22G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH22G	pmagpy-3.16.0: demag_gui	GH22G1
This study	Fit 1	0.2	163.1	-61.8	0.9	1	10	0	GH22H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH22H	pmagpy-3.16.0: demag_gui	GH22H1
This study	Fit 1	0.5	163.1	-58.5	0.3	1	12	0	GH22H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH22H	pmagpy-3.16.0: demag_gui	GH22H2
This study	Fit 1	0.9	23.6	55.9	0.9	1	11	0	GH23B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH23B	pmagpy-3.16.0: demag_gui	GH23B1
This study	Fit 1	1.2	29.5	49.6	1	1	7	0	GH23C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH23C	pmagpy-3.16.0: demag_gui	GH23C1
This study	Fit 1	1.2	32.6	48.6	2.1	1	9	0	GH23D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH23D	pmagpy-3.16.0: demag_gui	GH23D1
This study	Fit 1	1.5	34.3	48.9	1.3	1	8	0	GH23D2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH23D	pmagpy-3.16.0: demag_gui	GH23D2
This study	Fit 1	0.6	36.6	58.1	0.8	1	8	0	GH23E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH23E	pmagpy-3.16.0: demag_gui	GH23E1
This study	Fit 1	0.8	31.7	47.2	1.1	1	7	0	GH23F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH23F	pmagpy-3.16.0: demag_gui	GH23F1
This study	Fit 1	1.1	27.0	52.6	0.9	1	8	0	GH23I1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH23I	pmagpy-3.16.0: demag_gui	GH23I1
This study	Fit 1	4	36.5	36.5	3.7	1	10	0	GH24B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH24B	pmagpy-3.16.0: demag_gui	GH24B1
This study	Fit 1	3.2	34.2	40.3	4.2	1	8	0	GH24C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH24C	pmagpy-3.16.0: demag_gui	GH24C1
This study	Fit 1	3.3	37.0	39.6	3.5	1	7	0	GH24D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH24D	pmagpy-3.16.0: demag_gui	GH24D1
This study	Fit 1	4.4	25.2	35.2	2.7	1	5	0	GH24E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH24E	pmagpy-3.16.0: demag_gui	GH24E1
This study	Fit 1	1.5	25.9	46.9	2.7	1	8	0	GH24F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH24F	pmagpy-3.16.0: demag_gui	GH24F1
This study	Fit 1	1.8	27.4	47.3	1.1	1	10	0	GH24F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH24F	pmagpy-3.16.0: demag_gui	GH24F2
This study	Fit 1	3	29.3	49.5	3.3	1	9	0	GH24G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH24G	pmagpy-3.16.0: demag_gui	GH24G1
This study									GH24H1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH24H		GH24H1
This study	Fit 1	0.2	38.0	48	0.5	1	8	0	GH24I1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH24I	pmagpy-3.16.0: demag_gui	GH24I1
This study	Fit 1	3	124.8	72.4	2.8	1	8	0	GH25A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.05	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH25A	pmagpy-3.16.0: demag_gui	GH25A1
This study	Fit 1	4.3	343.8	69.5	1.9	1	12	0	GH25B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH25B	pmagpy-3.16.0: demag_gui	GH25B2
This study	Fit 1	1	357.1	59	1.9	1	10	0	GH25C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH25C	pmagpy-3.16.0: demag_gui	GH25C1
